x=[ 0.5  0.5] y=[ 0.5  0.5] a=0.0058823529411764705 target value=1.25
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.28567103583115805 target value=0.002370353625774868
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.28567103583163705 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358319792 target value=0.0023703536257713154
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.28567103583222364 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358323982 target value=0.00237035362576421
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.28567103583252296 target value=0.009264396081508863
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.28567103583261205 target value=0.00237035362576421
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.28567103583267567 target value=0.009264396081508863
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.28567103583272113 target value=0.0023703536257713154
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358327536 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358327768 target value=0.0023703536257713154
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.28567103583279335 target value=0.009264396081512416
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328052 target value=0.00237035362576421
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328136 target value=0.009264396081512416
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.28567103583281966 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.285671035832824 target value=0.009264396081512416
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328271 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328293 target value=0.009264396081512416
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328309 target value=0.0023703536257713154
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.285671035832832 target value=0.009264396081512416
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328328 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328334 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.28567103583283376 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.28567103583283404 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.28567103583283426 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.28567103583283443 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.28567103583283454 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328346 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.28567103583283465 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
x=[ 0.51467816  0.33392988] y=[ 0.51695058  0.33620231] a=0.2856710358328347 target value=0.00926439608150531
x=[ 0.51058818  0.32983991] y=[ 0.50831576  0.32756748] a=0.2856710358328347 target value=0.0023703536257677627
